Gene;GDI;;;
SH2D2A;2,984402644;;;
SEC61B;2,984040627;;;
MGAT4A;2,98374085;;;
STMN3;2,983342131;;;
TIMM8B;2,981771781;;;
ENY2;2,981209351;;;
BRK1;2,980809978;;;
SMIM14;2,98060175;;;
EVI5;2,980395414;;;
CD9;2,97871877;;;
LDHA;2,978078773;;;
ASRGL1;2,978021206;;;
MCOLN1;2,977666661;;;
CCDC12;2,977111222;;;
C11orf31;2,976509251;;;
HCLS1;2,976472375;;;
GUK1;2,974319821;;;
RCAN3;2,974295737;;;
SERF2;2,969589529;;;
DENND6B;2,968112636;;;
PKM;2,967969697;;;
CLTB;2,967367268;;;
PYHIN1;2,967194932;;;
VAMP2;2,964891096;;;
LSM10;2,964374628;;;
C19orf33;2,964243091;;;
PRDX3;2,963638718;;;
ZNF467;2,963529273;;;
UBE2A;2,959124894;;;
ENO1;2,956875245;;;
SRA1;2,95092403;;;
VAMP5;2,949537176;;;
TXNIP;2,948585749;;;
PSMA4;2,948105105;;;
OGFRL1;2,945910729;;;
RARA;2,945866949;;;
ASB2;2,945614484;;;
RAB8A;2,945185375;;;
MFSD1;2,944868262;;;
TOR2A;2,944134712;;;
SH2D1B;2,943994099;;;
FAM173A;2,942560874;;;
NBPF10;2,942551104;;;
ATP5C1;2,941792449;;;
LIMD2;2,941578264;;;
AP2A1;2,941573621;;;
TREX1;2,937838332;;;
RPL41;2,93674481;;;
RAB5C;2,933327833;;;
NOP10;2,933229398;;;
CD72;2,933007949;;;
HSD17B10;2,932871198;;;
RETN;2,932796746;;;
CD40LG;2,932609634;;;
UBA52;2,93180728;;;
GIMAP1;2,931380027;;;
SPINT1;2,93121639;;;
ADTRP;2,931002845;;;
MBOAT7;2,930707279;;;
TST;2,92980035;;;
DNAJC15;2,927779412;;;
PSENEN;2,92637726;;;
DHRS7;2,926253144;;;
TUBB4B;2,925239246;;;
PKIG;2,925223761;;;
PSMC4;2,922403612;;;
ZFAS1;2,922345045;;;
TFEB;2,922111989;;;
RAB13;2,921903397;;;
SHKBP1;2,920337531;;;
BAX;2,92032312;;;
RAP1B;2,920079035;;;
MARCH2;2,918576554;;;
MYC;2,918389858;;;
PLCG2;2,917622846;;;
ZNF706;2,917612124;;;
ST14;2,916846429;;;
CAMK4;2,916209823;;;
ASNA1;2,916059694;;;
ETS2;2,91539524;;;
C14orf64;2,914305406;;;
COX17;2,913268199;;;
MRPL27;2,912397891;;;
GAA;2,908932753;;;
ALDOA;2,908895924;;;
ADRBK2;2,907016178;;;
PIK3AP1;2,906199742;;;
DUSP22;2,906133643;;;
PPIB;2,905280035;;;
NFKBIA;2,903130182;;;
MTDH;2,902658267;;;
DDX5;2,902312558;;;
SKAP1;2,900326768;;;
COX7B;2,900138711;;;
PPCDC;2,899580693;;;
DNAJA1;2,899120835;;;
ABHD17A;2,894446265;;;
RAB10;2,894242438;;;
PTTG1;2,893780736;;;
GALK1;2,893460485;;;
NDUFA1;2,893230101;;;
HIST1H2BK;2,893102235;;;
IFNGR1;2,891615469;;;
PSMD8;2,890804506;;;
ZNHIT1;2,889402641;;;
HSPA8;2,888730252;;;
BCL2A1;2,888717321;;;
PTP4A2;2,888397821;;;
DENND3;2,887595741;;;
NDUFV2;2,885717669;;;
ADI1;2,885278244;;;
KLRB1;2,885265106;;;
PLCB2;2,88462332;;;
CASP4;2,881603962;;;
CD320;2,880717747;;;
COPRS;2,880174256;;;
PGAM1;2,878521645;;;
AKIRIN2;2,878292368;;;
MYL12B;2,878281252;;;
MLTK;2,876426428;;;
SIT1;2,875986084;;;
FKBP2;2,875147998;;;
COMMD9;2,873464681;;;
SERTAD3;2,87338825;;;
TMEM123;2,873187228;;;
GAS7;2,872839864;;;
MAP1LC3B;2,872483442;;;
ANXA2R;2,871785096;;;
CPNE5;2,871400069;;;
FUCA2;2,870188004;;;
UQCRFS1;2,869435082;;;
ATP5G2;2,869281225;;;
SNORD3B-2;2,867851834;;;
CISD3;2,866990139;;;
BEX2;2,865821639;;;
CSK;2,865213517;;;
ZNF296;2,865185125;;;
RPS24;2,864960595;;;
CAST;2,864143251;;;
NRROS;2,862957134;;;
PPP1R15A;2,86047869;;;
POLR2G;2,859406916;;;
TCF4;2,85860326;;;
FKBP11;2,857508522;;;
ATP5F1;2,856551388;;;
PFN1;2,855316359;;;
SVIP;2,85354583;;;
COMMD6;2,853081096;;;
GPX4;2,852531599;;;
MOB1A;2,852238032;;;
RAC2;2,852190504;;;
ITGAL;2,850409427;;;
TPP1;2,8495954;;;
AKR1A1;2,848959935;;;
RP11-664D1,1;2,847913264;;;
RALGPS2;2,846509192;;;
SCAND1;2,84561863;;;
H2AFZ;2,845555715;;;
RENBP;2,844976503;;;
ATP6V1F;2,844512346;;;
SNRPB;2,84436148;;;
SMS;2,844063019;;;
FHIT;2,844025376;;;
DPEP2;2,843528668;;;
TMEM8B;2,84336074;;;
PWWP2B;2,842997108;;;
SNAP29;2,838218091;;;
NDUFB5;2,837816234;;;
FERMT3;2,836736625;;;
SNF8;2,834531498;;;
PSME1;2,832453017;;;
RTN3;2,830993597;;;
RP11-222K16,2;2,830135922;;;
H1F0;2,828552105;;;
PPM1F;2,828270906;;;
LAPTM5;2,82612275;;;
CBR1;2,825699925;;;
SLC25A3;2,824943982;;;
RP11-1398P2,1;2,823302114;;;
ATG16L2;2,822782666;;;
RBM3;2,822260204;;;
RP11-63P12,6;2,821956771;;;
PSMD4;2,821630778;;;
PPP2R5C;2,821586141;;;
PBXIP1;2,82128336;;;
BSG;2,820224617;;;
CAPZB;2,820151502;;;
CCDC109B;2,819830756;;;
DUSP2;2,819806888;;;
PTPLAD2;2,819752269;;;
NELL2;2,819368548;;;
ISOC2;2,817978413;;;
SLAMF7;2,817584772;;;
SIRPG;2,816035488;;;
TMSB10;2,814322151;;;
SLC9A3R1;2,814112776;;;
CREG1;2,813217941;;;
SFT2D1;2,812455071;;;
SYNGR1;2,810383442;;;
C1orf54;2,808348755;;;
KLRF1;2,807325528;;;
LITAF;2,80708245;;;
METTL7A;2,806381816;;;
PFKL;2,805844998;;;
PARK7;2,805088417;;;
NME1;2,804309953;;;
DNASE1L1;2,802873908;;;
MAP3K7CL;2,802411861;;;
FMNL1;2,801645978;;;
SAMD4A;2,800636005;;;
NDUFAB1;2,799194826;;;
ITPK1;2,798942637;;;
AC079767,4;2,795538691;;;
CCT5;2,794960542;;;
WASF2;2,793943499;;;
SNHG8;2,793335837;;;
ACTR3;2,793076429;;;
ITM2B;2,791887719;;;
PDIA3;2,791878525;;;
ARHGAP27;2,790104556;;;
MRPL23;2,789783307;;;
RPS6KA4;2,78966867;;;
C12orf57;2,788908212;;;
BIN1;2,787095175;;;
TMEM179B;2,787053977;;;
PPAPDC1B;2,78608172;;;
PLP2;2,785701531;;;
TNFRSF1A;2,785417706;;;
DDT;2,785360449;;;
NDUFA11;2,784007324;;;
ALOX5AP;2,783627866;;;
EPN1;2,783278218;;;
GYG1;2,783274066;;;
PPP1R18;2,782859511;;;
COX4I1;2,780805558;;;
AURKAIP1;2,780401947;;;
PEBP1;2,77994653;;;
ARF1;2,779380337;;;
TMEM219;2,779019675;;;
DOCK2;2,778435622;;;
ZWINT;2,778130326;;;
PATL2;2,777048085;;;
TMED9;2,776838179;;;
SUN2;2,776277187;;;
SCP2;2,774443719;;;
MYL6B;2,771860619;;;
LMO4;2,771797317;;;
VMP1;2,771376854;;;
DPCD;2,770395787;;;
MARCKSL1;2,769919709;;;
SNRPD2;2,769378676;;;
POLR2E;2,769301572;;;
NDFIP1;2,768318633;;;
NCOA4;2,767735959;;;
ARPC5L;2,767702414;;;
PPP1R14B;2,76632812;;;
FAM129C;2,766306279;;;
DCTPP1;2,76570266;;;
IQGAP1;2,765690501;;;
ID3;2,7654877;;;
CHN2;2,763638651;;;
SQSTM1;2,763586518;;;
TIMM13;2,763226512;;;
TMEM205;2,762823335;;;
C16orf74;2,762653871;;;
MTMR14;2,762172806;;;
FAM46A;2,761791319;;;
ADAM28;2,760836053;;;
UBXN11;2,760707501;;;
FYB;2,760147071;;;
SELT;2,760138053;;;
SPTSSA;2,759703624;;;
MT-ND1;2,759062401;;;
ARPC5;2,758247948;;;
PDLIM5;2,758074702;;;
PON2;2,758004058;;;
TSPAN4;2,757959029;;;
SLC2A3;2,757038757;;;
CENPU;2,75621951;;;
GUSB;2,755731357;;;
CCNI;2,755223209;;;
FUT7;2,753376205;;;
HLA-C;2,752150248;;;
SLC43A3;2,751230906;;;
NT5C;2,75061189;;;
PLOD1;2,75046792;;;
SH3TC1;2,750326988;;;
RAB20;2,750136799;;;
C9orf142;2,749681101;;;
POLR2L;2,749484359;;;
PTRHD1;2,748181786;;;
C1orf228;2,746093254;;;
DCTN3;2,745267729;;;
BUD31;2,744969701;;;
ITM2C;2,744930511;;;
FAM96B;2,74447414;;;
MT-ATP6;2,74443511;;;
TOLLIP;2,744324156;;;
IFI35;2,74334063;;;
HEBP1;2,742594133;;;
NDUFA6;2,742518493;;;
SDCBP;2,742125069;;;
MMP24-AS1;2,74129109;;;
SLC12A9;2,740640035;;;
GMFG;2,740606823;;;
NINJ2;2,739914903;;;
GLB1;2,739848315;;;
MCM5;2,739416684;;;
MDH2;2,738950157;;;
PRKACA;2,738848167;;;
YIF1A;2,737972919;;;
COX7C;2,737589714;;;
ATP6V0E2;2,736911054;;;
IQGAP2;2,7366218;;;
IFI27L2;2,735319226;;;
MIR24-2;2,734349243;;;
CNBP;2,733938862;;;
ADRB2;2,733779579;;;
RSL1D1;2,733507481;;;
NUDT1;2,732707638;;;
NPL;2,731990741;;;
CTNNBIP1;2,731789405;;;
HMGA1;2,731222539;;;
APH1B;2,7291361;;;
PCGF5;2,72902664;;;
SNAP23;2,729017942;;;
WAS;2,727821676;;;
NDUFA2;2,727059052;;;
COMMD3;2,725041349;;;
APOBR;2,724785607;;;
SYNE2;2,72468866;;;
DNAJB1;2,723512077;;;
SRD5A3;2,722411603;;;
ITGAM;2,721495466;;;
TSC22D3;2,719472593;;;
ABRACL;2,718642049;;;
ARRDC1;2,718428136;;;
MRPL15;2,718425823;;;
RGS1;2,716506841;;;
DNAJC1;2,716113482;;;
CIITA;2,716088956;;;
TUBA1C;2,715304592;;;
DNAJC4;2,714151236;;;
NBEAL1;2,713310249;;;
FAM214B;2,712938009;;;
ASL;2,711883172;;;
ATP5EP2;2,711751547;;;
SEC13;2,709794333;;;
RUFY1;2,709531654;;;
CMTM6;2,708791377;;;
DCPS;2,708512715;;;
SPCS3;2,70824321;;;
C5orf56;2,706625039;;;
TNFRSF4;2,706227198;;;
CD69;2,706127603;;;
GNG2;2,705463978;;;
ATF4;2,704865693;;;
RILP;2,704430486;;;
ERP29;2,703963991;;;
RIC3;2,702986407;;;
UBL5;2,702729519;;;
CKLF;2,701888045;;;
BIN2;2,70030035;;;
TIGIT;2,699169818;;;
CHCHD2;2,698694414;;;
PTMA;2,698541631;;;
ATP5D;2,697229007;;;
NDUFS3;2,697060781;;;
C10orf128;2,696866401;;;
CD244;2,696640056;;;
CD55;2,695989836;;;
FXYD5;2,695475767;;;
ARF3;2,694927028;;;
BCKDK;2,694873859;;;
NDUFB10;2,693928768;;;
PSMB1;2,692751563;;;
CCND3;2,692469548;;;
PIM1;2,69216858;;;
AAMP;2,691942709;;;
PTGER2;2,691797368;;;
TSTD1;2,691700595;;;
SATB1;2,691274874;;;
ANAPC16;2,690889548;;;
HIST1H2BJ;2,689350762;;;
GRAP2;2,688510163;;;
UQCRQ;2,688320289;;;
PRR13;2,687861825;;;
HMGN1;2,686062469;;;
FAM45A;2,685146646;;;
EIF3F;2,683710901;;;
EPSTI1;2,683564434;;;
SERPINB1;2,683099555;;;
PNRC1;2,683058937;;;
MIR22HG;2,681423031;;;
PLXNC1;2,680713587;;;
YPEL5;2,680253342;;;
MAPK1;2,679798371;;;
IKBIP;2,677790013;;;
ARHGAP15;2,676579049;;;
HSPB1;2,675670785;;;
ATP5I;2,675488446;;;
PPIA;2,674342998;;;
RASSF1;2,672793125;;;
TIMM17A;2,672442093;;;
CENPM;2,672021761;;;
G6PD;2,669314631;;;
DHRS4L2;2,669224909;;;
GTF3C1;2,667776965;;;
ELOVL1;2,667521626;;;
DOK1;2,667377869;;;
CCPG1;2,66720993;;;
UCP2;2,667203142;;;
METRNL;2,665906944;;;
VIMP;2,665381703;;;
ATP5L;2,664292039;;;
UBB;2,662938769;;;
XBP1;2,662290221;;;
ADRM1;2,661273407;;;
FAM96A;2,660464396;;;
CRIP2;2,66025028;;;
NDUFS2;2,659795534;;;
CPA5;2,655671188;;;
ATP6V1G1;2,655542923;;;
MRPL12;2,654723386;;;
MPDU1;2,654034241;;;
RNF149;2,653954195;;;
SMAP2;2,65251961;;;
CTC-378H22,1;2,651967219;;;
ARL6IP4;2,651856812;;;
NDUFC2;2,651242512;;;
TTC39C;2,65020345;;;
NFKBIZ;2,64984389;;;
SOX4;2,649449957;;;
F2R;2,6488171;;;
RP5-887A10,1;2,648630823;;;
EIF3K;2,648400264;;;
WIPI1;2,647546606;;;
PLIN3;2,647251371;;;
CD27-AS1;2,645255147;;;
PTP4A3;2,645155386;;;
MIIP;2,644289191;;;
IFIT3;2,643957427;;;
NFKBIE;2,643418187;;;
ARL6IP5;2,643042351;;;
FHL3;2,641477602;;;
SELPLG;2,641349154;;;
MZT2A;2,640493268;;;
MPC1;2,639724213;;;
KDM1B;2,639519877;;;
PFDN2;2,639517825;;;
LY9;2,639332938;;;
UCHL3;2,638456164;;;
DNTTIP1;2,637449112;;;
FCRL1;2,635900763;;;
MLEC;2,635564734;;;
IRF1;2,635469868;;;
MYOM2;2,634922541;;;
SMARCB1;2,632665535;;;
H2AFJ;2,632555846;;;
UBE2D1;2,631826037;;;
FUCA1;2,630884142;;;
SDF2L1;2,630481147;;;
MRPL28;2,629152443;;;
GIMAP4;2,628397378;;;
HLA-E;2,628107263;;;
STK32C;2,627156013;;;
HIST1H2AC;2,625427512;;;
SH2D3C;2,625283596;;;
IER5;2,624407281;;;
STOM;2,623220161;;;
DYNC1LI1;2,622339597;;;
UQCR10;2,621775586;;;
FAM65A;2,620432084;;;
SPTLC2;2,62013457;;;
UBE2L6;2,619091227;;;
CD5;2,618381511;;;
SCLT1;2,61787736;;;
USP10;2,616937661;;;
SH3GLB1;2,616285903;;;
PRSS57;2,614327051;;;
KLF10;2,613937992;;;
PRADC1;2,610952585;;;
MCUR1;2,608839313;;;
IFI16;2,608404117;;;
IDH3G;2,608198699;;;
TMEM50A;2,607938634;;;
CATSPER1;2,607188338;;;
MT-CYB;2,605862147;;;
FAM195A;2,605673828;;;
MRPS12;2,60476137;;;
CFL1;2,604111237;;;
FKBP15;2,603611638;;;
CKS1B;2,602698643;;;
CMTM7;2,602036884;;;
RP11-102N12,3;2,601928799;;;
ETFB;2,601565062;;;
CENPN;2,601336093;;;
DEF8;2,601272619;;;
FKBP8;2,59996888;;;
S100B;2,599861412;;;
KPNA2;2,599746397;;;
PRKCB;2,599579156;;;
UBE2R2;2,598616666;;;
ANP32B;2,597841788;;;
LAG3;2,59671467;;;
KIAA0226L;2,594526852;;;
G6PC3;2,594285247;;;
VPS28;2,594191104;;;
LGMN;2,594061855;;;
ATP5A1;2,593665423;;;
ERGIC1;2,593041806;;;
AP2M1;2,592615836;;;
SCRN1;2,592033911;;;
CORO1A;2,591022824;;;
ADAM8;2,590996177;;;
KIFC3;2,590252605;;;
ACTN4;2,589581127;;;
ZFAND6;2,58850137;;;
ISCU;2,588090661;;;
EIF2AK4;2,587931493;;;
TNFRSF25;2,587074178;;;
WSB1;2,586400974;;;
ERICH1;2,585272826;;;
SMDT1;2,585125139;;;
CARS2;2,584745533;;;
ADAP1;2,584523026;;;
POLE4;2,583953467;;;
MYO9B;2,583870105;;;
ARID3A;2,582646831;;;
RNF141;2,578986941;;;
CCR10;2,578238911;;;
LSM6;2,578176579;;;
UBXN1;2,577747954;;;
CNDP2;2,577626217;;;
FAM89B;2,577027503;;;
CD59;2,576282221;;;
TPM1;2,576173031;;;
OPTN;2,574275449;;;
RRP7A;2,574055847;;;
MRPL41;2,57400437;;;
APOBEC3C;2,573090103;;;
BCL11A;2,573009616;;;
COX6A1P2;2,572839606;;;
DERA;2,572803358;;;
PDE6G;2,572138746;;;
ARF6;2,571525312;;;
C1QBP;2,571301051;;;
UTRN;2,570114325;;;
SP110;2,568749589;;;
B3GNT8;2,568663746;;;
PSIP1;2,567362416;;;
JOSD2;2,566739506;;;
EIF3I;2,566691388;;;
ANXA6;2,566334008;;;
ALKBH7;2,565856438;;;
SF3B5;2,564097697;;;
ERP44;2,561500308;;;
PLEKHO2;2,561371758;;;
AIMP2;2,561196534;;;
TRADD;2,561038159;;;
OTUB1;2,560142343;;;
GNB1;2,559822096;;;
TMEM165;2,559659243;;;
TOR3A;2,558364416;;;
PCMT1;2,55828546;;;
ATP5O;2,557312676;;;
VCL;2,557103878;;;
SSNA1;2,55627869;;;
SPNS1;2,555569613;;;
CYTH4;2,555543003;;;
NDUFA4;2,55533874;;;
GMNN;2,554883835;;;
C1orf43;2,554863792;;;
SOCS3;2,554156103;;;
MBP;2,55300261;;;
SOD1;2,552907957;;;
APBB1;2,55238094;;;
CCNB1;2,552240217;;;
NEDD8;2,5522296;;;
RP11-164H13,1;2,550600285;;;
ARHGAP18;2,550192976;;;
SDHB;2,550037266;;;
CDC42EP3;2,549189377;;;
BCL11B;2,548410805;;;
CEBPG;2,547719473;;;
EXOSC4;2,547703286;;;
C9orf89;2,547473102;;;
BACE2;2,547045749;;;
CHCHD5;2,546797007;;;
ATPAF2;2,546727778;;;
GM2A;2,545515947;;;
HNRNPA0;2,545271857;;;
PSMA5;2,545096427;;;
COMMD5;2,545092264;;;
ZNF331;2,544649948;;;
SEC62;2,542947508;;;
LRPAP1;2,541358588;;;
FASLG;2,540921957;;;
OPN3;2,540836797;;;
WDR34;2,53975015;;;
GPSM3;2,539230349;;;
ACOT7;2,539089553;;;
RAB11A;2,538194247;;;
PREX1;2,537648758;;;
CFLAR;2,536982571;;;
ORMDL3;2,536607253;;;
REL;2,535768634;;;
CD82;2,53565203;;;
RER1;2,535412297;;;
PRR5L;2,535161806;;;
SUB1;2,534999187;;;
SNX5;2,53453532;;;
RAN;2,53446212;;;
GLRX;2,533754723;;;
ACOT9;2,533651314;;;
CSRNP1;2,533149529;;;
C7orf73;2,532752415;;;
UBAC1;2,532626107;;;
C17orf58;2,531992666;;;
CD48;2,531240298;;;
HIST1H1D;2,530735507;;;
MRPL52;2,530372635;;;
GTF3C6;2,530319478;;;
SPECC1;2,530269137;;;
CDC123;2,530064607;;;
TSG101;2,529719059;;;
CD47;2,529638217;;;
LAIR2;2,529496876;;;
ATP6V1B2;2,528608616;;;
TSC22D1;2,527623177;;;
BAG1;2,526920612;;;
CDCA7;2,523009978;;;
BANF1;2,522431248;;;
LEPROT;2,5215447;;;
DMTN;2,521211775;;;
ERH;2,519368019;;;
YWHAQ;2,519354578;;;
TUBA4A;2,519108909;;;
FCRL2;2,51777858;;;
MRPL4;2,517239538;;;
CHPT1;2,516681612;;;
TOP1;2,516673883;;;
MBD2;2,516452728;;;
DNAJB11;2,515842939;;;
AHCY;2,514525691;;;
TBC1D10C;2,513057538;;;
MPG;2,512306487;;;
BATF;2,512001157;;;
CDC25B;2,511860679;;;
KNSTRN;2,511575012;;;
LSM7;2,510912746;;;
CTD-2035E11,3;2,510675664;;;
GPR183;2,510343908;;;
ACTB;2,510258598;;;
NUBP1;2,509646144;;;
FAH;2,509402678;;;
PLEKHB1;2,509275785;;;
PKN1;2,508965227;;;
UXT;2,508806775;;;
BIRC3;2,508482446;;;
STK10;2,50751348;;;
ADD3;2,507035497;;;
SNX29P2;2,506852673;;;
NAPA;2,506797312;;;
SRSF9;2,506210787;;;
TADA3;2,505647279;;;
CALM3;2,505413797;;;
NEK6;2,504292915;;;
DENND2D;2,503885391;;;
SCNM1;2,503506717;;;
SLC1A7;2,503102322;;;
ST3GAL4;2,502935933;;;
PSMB7;2,502405259;;;
OXA1L;2,501947523;;;
VPS35;2,501458506;;;
MSRB2;2,501431642;;;
YWHAB;2,50089509;;;
GBP2;2,500749094;;;
ACSF2;2,500483748;;;
MAFG;2,500338198;;;
TMEM208;2,500112451;;;
UQCRH;2,499425076;;;
RPL36AL;2,498132465;;;
SRI;2,497705596;;;
ZC2HC1A;2,497108808;;;
CHAF1A;2,496896492;;;
YPEL1;2,496759503;;;
EPB41L4A-AS1;2,496544049;;;
LYPLA1;2,496263596;;;
RPS6KA1;2,496103866;;;
OS9;2,495836138;;;
CIRBP;2,49571605;;;
MINOS1;2,494472825;;;
CNPPD1;2,493489214;;;
KIF22;2,492832329;;;
PRKCH;2,492474512;;;
PSMA1;2,492449986;;;
LCN8;2,492398794;;;
ABHD14B;2,491492317;;;
MMP23B;2,491366192;;;
PSTPIP2;2,491186457;;;
SAT2;2,49041543;;;
COX7A2;2,490146791;;;
MDS2;2,490091803;;;
KLF2;2,489481195;;;
HSP90AB1;2,489289139;;;
SRSF3;2,488739635;;;
PHF1;2,486841779;;;
GCC2;2,486493441;;;
CHST7;2,486420237;;;
GNS;2,485930939;;;
MSRA;2,485231957;;;
NPDC1;2,484905501;;;
ECHS1;2,48480323;;;
TMED1;2,484708999;;;
RBM8A;2,483697177;;;
SHFM1;2,483466209;;;
MAD2L2;2,483114713;;;
PDCL3;2,483004009;;;
NUDT22;2,482213154;;;
ILF3-AS1;2,482049599;;;
RAB7A;2,48164267;;;
LRRN3;2,481378316;;;
CBWD1;2,480693175;;;
TMEM91;2,48068291;;;
PQLC3;2,480480033;;;
EIF3D;2,480380101;;;
PPP1R9B;2,479925312;;;
HSPA1A;2,479730806;;;
DUSP5;2,478602953;;;
SHMT2;2,478061914;;;
SRRM2;2,477818244;;;
CEP78;2,477011276;;;
CSNK2B;2,476793635;;;
EPHA1-AS1;2,476022635;;;
CCT8;2,475636203;;;
ARL4C;2,474936969;;;
VPS25;2,474836301;;;
GSTM3;2,473428851;;;
CALR;2,472667883;;;
MYBL1;2,472329243;;;
NDUFB11;2,470306065;;;
ACP5;2,469570114;;;
BRI3BP;2,469543219;;;
ECH1;2,469099748;;;
DUSP3;2,468137429;;;
TNFAIP8;2,467638483;;;
RP11-51J9,5;2,46659767;;;
AAK1;2,465581439;;;
IL10RA;2,465025479;;;
TCEA3;2,464190375;;;
LMAN2;2,464047299;;;
ADAM15;2,46364868;;;
PHTF1;2,462175694;;;
RP11-660L16,2;2,460882015;;;
SLC2A8;2,460727889;;;
TPMT;2,460238756;;;
ZNF581;2,459023068;;;
SSR2;2,458801375;;;
SH2B3;2,457502921;;;
PDHB;2,457218441;;;
TMEM147;2,45655514;;;
CUTA;2,455755456;;;
RALY;2,455688805;;;
FBL;2,45510755;;;
RNASEH2C;2,454884613;;;
RP11-403A21,2;2,454554861;;;
NDUFV3;2,454279131;;;
ZNF106;2,453212905;;;
NCKAP1L;2,452960936;;;
PIM2;2,452196939;;;
UBE2F;2,451998477;;;
IL10RB;2,451384558;;;
TAF7;2,450453554;;;
LFNG;2,450121228;;;
CHMP5;2,449663386;;;
CTSA;2,449268215;;;
FAM32A;2,448893066;;;
NMI;2,448036403;;;
RAB37;2,447450646;;;
MGAT1;2,446272014;;;
DSTN;2,44562286;;;
VMA21;2,445519514;;;
FYN;2,445438142;;;
CXCR3;2,444726317;;;
HSPA5;2,444515287;;;
HLA-A;2,444118692;;;
ARHGDIA;2,443967535;;;
GADD45B;2,443625246;;;
UBASH3A;2,443325868;;;
BTG2;2,442702646;;;
GSTZ1;2,44260249;;;
GATA3;2,441090451;;;
AFF3;2,440843644;;;
ETS1;2,44075368;;;
SNORD3D;2,440561741;;;
EIF4B;2,440150947;;;
AP1B1;2,439045377;;;
QRSL1;2,438766622;;;
TTC7A;2,438728535;;;
CCDC104;2,438468432;;;
CD2BP2;2,437997747;;;
ZNF580;2,43775638;;;
SLC31A1;2,43774858;;;
SH2D1A;2,437495227;;;
PTPN4;2,437218814;;;
ANP32A;2,437186389;;;
ODC1;2,436963807;;;
NTHL1;2,435762834;;;
BAZ1A;2,435311464;;;
EVI2B;2,43488312;;;
SDHD;2,433969391;;;
ATP5H;2,433212013;;;
APAF1;2,432638682;;;
TXN2;2,43236374;;;
DUS2;2,432137628;;;
PSMD7;2,432033119;;;
CDC42;2,431931423;;;
ENSA;2,430897707;;;
CTC-523E23,11;2,430256134;;;
INPP5D;2,430215833;;;
FOXP1;2,42951885;;;
CKS2;2,427014971;;;
MIB2;2,426876512;;;
TMEM258;2,425936178;;;
RNF13;2,425521909;;;
CD44;2,425477942;;;
TMEM134;2,424207032;;;
FEZ2;2,424151457;;;
PNPLA6;2,424092875;;;
IMPDH2;2,423947602;;;
MRPL51;2,423866873;;;
APRT;2,423212247;;;
COMMD4;2,422897859;;;
LPCAT1;2,422803667;;;
SOWAHD;2,42250834;;;
TSPAN32;2,421841368;;;
LGALS9C;2,420956957;;;
ATP6V1E1;2,420956603;;;
FBLN5;2,420857574;;;
CD70;2,419437195;;;
STAT6;2,418843485;;;
KDELR2;2,418311022;;;
MRPL54;2,417946943;;;
CYB5R4;2,417544846;;;
COA3;2,417387422;;;
C14orf2;2,417088002;;;
SLIRP;2,415813388;;;
TMED3;2,415262129;;;
MT-ND3;2,414494838;;;
AGPAT3;2,414392783;;;
C19orf70;2,413742354;;;
BIK;2,413732606;;;
NDUFS4;2,412767139;;;
HSP90B1;2,411564979;;;
NUDT3;2,41087389;;;
IL4R;2,41078631;;;
WDR1;2,410656914;;;
MT-ND2;2,41049167;;;
HRH2;2,409013182;;;
UBC;2,408681392;;;
NDUFS8;2,408662021;;;
NDUFB3;2,407998939;;;
LAIR1;2,407734771;;;
MT-ND4;2,407365769;;;
HCCS;2,407157631;;;
EID1;2,406169304;;;
PDLIM2;2,405667946;;;
TWF2;2,404100438;;;
BLOC1S2;2,403837804;;;
PPDPF;2,403368781;;;
CNN2;2,403174332;;;
CCNDBP1;2,402696868;;;
CD81;2,401895444;;;
CCDC167;2,401686672;;;
GGH;2,399715767;;;
RNPEPL1;2,399659716;;;
ACAA2;2,399347481;;;
MAP3K11;2,397833403;;;
TC2N;2,39733096;;;
SLC35B1;2,397196516;;;
BCL2;2,396381405;;;
RP11-81H14,2;2,394038689;;;
PRR24;2,393798694;;;
RNF7;2,393362269;;;
TOR4A;2,393240261;;;
AUP1;2,393214683;;;
DGKA;2,393172576;;;
NQO2;2,392519791;;;
MIF;2,392317219;;;
EIF4A3;2,391713528;;;
COPZ1;2,391495193;;;
PRMT2;2,391178966;;;
TIMM10;2,390722575;;;
RP11-117D22,2;2,390684291;;;
PRDX4;2,390567973;;;
TNFRSF13C;2,390494283;;;
ACADVL;2,390423787;;;
CXorf21;2,389287007;;;
TMEM160;2,387740817;;;
OSBPL5;2,387460506;;;
RUNX3;2,387274435;;;
BCAS4;2,387232922;;;
RELB;2,386569321;;;
GRAP;2,385498986;;;
TXK;2,385432628;;;
CLEC2D;2,384342715;;;
JAK1;2,384332201;;;
FRMD4B;2,383625448;;;
ITK;2,383313742;;;
CD28;2,383093813;;;
RABAC1;2,38277158;;;
RASSF2;2,38266081;;;
TIMM17B;2,381923905;;;
CAMKK2;2,381832896;;;
SNRPD3;2,380729493;;;
ACTR1A;2,380606097;;;
PCK2;2,380401723;;;
BCAP31;2,379703422;;;
C14orf166;2,37947398;;;
RAMP1;2,379413794;;;
CIB1;2,378490827;;;
DRAM2;2,377353465;;;
GNAI3;2,377329199;;;
ACER3;2,376956744;;;
FAM118A;2,376662167;;;
P4HB;2,375279581;;;
HOXB2;2,375207577;;;
TAPBPL;2,374287986;;;
ICAM2;2,374012191;;;
PDLIM7;2,372745848;;;
